loc_id,date,time,isdaytime,tempC,tempF,windspeedMiles,windspeedKmph,winddirdegree,winddir16point,weatherCode,weatherIconUrl,weatherDesc,precipMM,precipInches,humidity,visibilityKm,visibilityMiles,pressureMB,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF
1,2019-06-17,100,no,14,58,10,16,216,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,74,20,12,1018,31,57,14,58,10,50,13,55,14,23,13,55
1,2019-06-17,200,no,14,57,10,15,213,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,77,20,12,1018,31,53,14,57,10,50,13,55,14,22,13,55
1,2019-06-17,300,no,14,57,9,14,211,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,79,20,12,1018,31,49,14,57,10,50,13,55,13,21,13,55
1,2019-06-17,400,no,14,57,9,15,211,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,77,20,12,1018,31,53,14,57,10,50,13,55,13,20,13,55
1,2019-06-17,500,no,14,58,9,15,211,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,75,20,12,1018,31,57,14,58,10,50,13,56,12,19,13,56
1,2019-06-17,600,no,15,58,9,15,211,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,74,20,12,1018,31,61,15,58,10,50,14,57,11,18,14,57
1,2019-06-17,700,no,15,60,9,15,212,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,70,20,12,1018,31,73,15,60,10,50,15,59,11,18,15,59
1,2019-06-17,800,yes,16,61,9,15,214,SSW,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,66,20,12,1018,31,84,16,61,10,50,16,61,11,18,16,61
1,2019-06-17,900,yes,17,63,9,15,215,SW,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,62,20,12,1018,31,95,17,63,10,49,17,63,11,17,17,63
1,2019-06-17,1000,yes,18,64,10,16,214,SW,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,60,19,11,1018,31,91,18,64,10,50,18,64,11,18,18,64
1,2019-06-17,1100,yes,18,65,10,16,213,SSW,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,58,18,11,1018,31,87,18,65,10,50,18,65,12,19,18,65
1,2019-06-17,1200,yes,19,66,11,17,212,SSW,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,56,18,11,1018,31,84,19,66,10,50,19,66,12,19,19,66
1,2019-06-17,1300,yes,19,67,11,18,213,SSW,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,55,18,10,1018,31,73,19,67,10,50,19,67,13,20,19,67
1,2019-06-17,1400,yes,20,67,11,18,214,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,54,18,10,1017,31,62,20,67,10,50,20,67,13,21,20,67
1,2019-06-17,1500,yes,20,68,12,19,215,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,53,17,10,1017,31,52,20,68,10,50,20,68,13,22,20,68
1,2019-06-17,1600,yes,20,67,11,18,216,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,55,17,10,1017,31,46,20,67,10,50,20,67,13,20,20,67
1,2019-06-17,1700,no,19,66,10,17,217,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,57,17,10,1017,31,41,19,66,10,51,19,66,12,19,19,66
1,2019-06-17,1800,no,18,65,10,15,218,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,60,17,10,1017,31,36,18,65,10,51,18,65,11,18,18,65
1,2019-06-17,1900,no,17,63,9,14,220,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,63,18,11,1017,31,37,17,63,10,51,17,63,11,17,17,63
1,2019-06-17,2000,no,17,62,8,13,222,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,67,19,11,1017,31,38,17,62,10,51,17,62,10,16,17,62
1,2019-06-17,2100,no,16,60,8,12,224,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,70,20,12,1017,31,39,16,60,10,51,16,60,9,15,16,60
1,2019-06-17,2200,no,15,60,7,11,225,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,71,20,12,1017,31,42,15,60,10,51,15,60,8,13,15,60
1,2019-06-17,2300,no,15,59,6,10,226,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,73,20,12,1017,31,46,15,59,10,50,15,59,7,11,15,59
1,2019-06-18,0,no,15,59,5,8,227,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,74,20,12,1017,31,49,15,59,10,50,15,58,6,10,15,58
1,2019-06-18,100,no,15,58,4,7,231,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,74,20,12,1017,31,38,15,58,10,50,15,58,5,8,15,58
1,2019-06-18,200,no,15,58,4,6,236,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,74,20,12,1016,30,26,15,58,10,50,15,58,4,7,15,58
1,2019-06-18,300,no,14,58,3,5,240,WSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,74,20,12,1016,30,15,14,58,10,50,15,58,4,6,15,58
1,2019-06-18,400,no,15,58,3,4,225,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,72,20,12,1016,30,28,15,58,10,49,15,59,3,5,15,59
1,2019-06-18,500,no,15,58,2,4,211,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,69,20,12,1016,30,41,15,58,9,49,15,59,3,4,15,59
1,2019-06-18,600,no,15,59,2,3,196,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,67,20,12,1016,30,54,15,59,9,48,15,59,2,3,15,59
1,2019-06-18,700,no,16,61,2,4,204,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,61,20,12,1015,30,65,16,61,9,47,16,61,3,4,16,61
1,2019-06-18,800,yes,17,63,3,4,211,SSW,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,0.0,55,20,12,1015,30,76,17,63,8,47,17,63,3,5,17,63
1,2019-06-18,900,yes,19,66,3,5,219,SW,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.0,0.0,50,20,12,1015,30,87,19,66,8,46,19,66,4,6,19,66
1,2019-06-18,1000,yes,19,65,3,5,239,WSW,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.0,0.0,53,20,12,1015,30,91,19,65,9,48,19,65,4,6,19,65
1,2019-06-18,1100,yes,19,65,4,6,259,W,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,56,20,12,1014,30,96,19,65,10,49,19,65,4,7,19,65
1,2019-06-18,1200,yes,18,65,4,6,279,W,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,60,20,12,1014,30,100,18,65,10,51,18,65,4,7,18,65
1,2019-06-18,1300,yes,19,66,4,7,192,SSW,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,60,20,12,1013,30,100,19,66,11,52,19,66,5,8,19,66
1,2019-06-18,1400,yes,19,66,5,7,104,ESE,353,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.3,0.0,61,20,12,1013,30,100,19,66,11,53,19,66,6,9,19,66
1,2019-06-18,1500,yes,20,67,5,8,17,NNE,353,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.1,0.0,62,20,12,1013,30,100,20,67,12,53,20,67,6,10,20,67
1,2019-06-18,1600,yes,18,65,5,8,46,NE,353,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.1,0.0,63,20,12,1012,30,100,19,66,12,54,18,65,6,10,18,65
1,2019-06-18,1700,no,17,62,5,8,76,ENE,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,65,20,12,1012,30,100,18,65,13,55,17,62,6,10,17,62
1,2019-06-18,1800,no,16,60,5,8,106,ESE,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,66,20,12,1011,30,100,18,64,13,56,16,60,6,10,16,60
1,2019-06-18,1900,no,15,58,5,7,100,E,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,70,17,10,1011,30,84,17,63,14,56,15,58,6,9,15,58
1,2019-06-18,2000,no,14,56,4,6,93,E,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,0.0,74,14,8,1011,30,69,17,62,14,57,14,56,5,8,14,56
1,2019-06-18,2100,no,13,55,3,5,86,E,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.0,0.0,78,11,6,1011,30,53,17,62,14,58,13,55,4,7,13,55
1,2019-06-18,2200,no,14,57,4,6,87,E,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.0,0.0,80,12,7,1010,30,69,17,62,14,58,14,57,5,8,14,57
1,2019-06-18,2300,no,15,60,4,7,87,E,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,81,13,7,1009,30,84,17,62,14,57,15,60,6,9,15,60
1,2019-06-19,0,no,17,62,4,7,87,E,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,82,14,8,1009,30,99,17,62,14,57,17,62,6,10,17,62
1,2019-06-19,100,no,16,62,5,7,69,ENE,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,82,12,7,1008,30,75,16,62,13,56,16,62,6,10,16,62
1,2019-06-19,200,no,16,61,5,7,51,NE,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,83,11,6,1007,30,52,16,61,13,56,16,61,6,10,16,61
1,2019-06-19,300,no,16,60,5,8,33,NNE,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,83,10,6,1007,30,28,16,60,13,55,16,60,6,9,16,60
1,2019-06-19,400,no,16,60,5,7,137,SE,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,82,10,6,1007,30,52,16,60,13,55,16,60,6,9,16,60
1,2019-06-19,500,no,16,60,4,7,242,WSW,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,81,10,6,1006,30,76,16,60,13,55,16,60,5,8,16,60
1,2019-06-19,600,no,16,61,4,7,346,NNW,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,80,10,6,1006,30,100,16,61,12,54,16,61,5,8,16,61
1,2019-06-19,700,no,16,61,5,8,348,NNW,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,79,10,6,1006,30,100,16,61,13,55,16,61,6,9,16,61
1,2019-06-19,800,yes,17,62,6,9,349,N,353,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.3,0.0,78,10,6,1006,30,100,17,62,13,55,17,62,7,11,17,62
1,2019-06-19,900,yes,17,63,6,10,351,N,353,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.2,0.0,77,10,6,1006,30,100,17,63,13,55,17,63,8,12,17,63
1,2019-06-19,1000,yes,18,64,6,10,338,NNW,353,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.2,0.0,74,10,6,1007,30,100,18,64,13,56,18,64,8,12,18,64
1,2019-06-19,1100,yes,18,65,7,11,325,NW,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,72,10,6,1007,30,100,18,65,13,56,18,65,8,13,18,65
1,2019-06-19,1200,yes,19,66,7,11,312,NW,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,70,10,6,1007,30,100,19,66,13,56,19,66,8,13,19,66
1,2019-06-19,1300,yes,20,68,7,11,304,NW,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,64,10,6,1007,30,92,21,69,13,56,20,68,8,13,20,68
1,2019-06-19,1400,yes,21,70,7,11,297,WNW,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.2,0.0,59,9,5,1007,30,85,23,73,13,55,21,70,8,12,21,70
1,2019-06-19,1500,yes,22,72,6,10,289,WNW,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,0.0,54,9,5,1007,30,77,25,76,13,55,22,72,8,12,25,76
1,2019-06-19,1600,yes,21,70,6,10,285,WNW,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,0.0,60,9,5,1007,30,76,23,73,13,55,21,70,8,13,21,70
1,2019-06-19,1700,no,20,68,6,10,281,WNW,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,65,10,6,1007,30,75,21,69,13,56,20,68,9,14,20,68
1,2019-06-19,1800,no,19,66,6,10,278,W,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,71,10,6,1007,30,74,19,66,13,56,19,66,9,14,19,66
1,2019-06-19,1900,no,18,65,7,11,280,W,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,73,10,6,1008,30,74,18,65,13,56,18,65,9,15,18,65
1,2019-06-19,2000,no,18,64,7,12,283,WNW,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,0.0,74,10,6,1009,30,74,18,64,13,56,18,64,10,15,18,64
1,2019-06-19,2100,no,17,63,8,12,285,WNW,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.0,0.0,76,10,6,1009,30,74,17,63,13,55,17,63,10,16,17,63
1,2019-06-19,2200,no,17,62,8,12,281,W,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.0,0.0,77,10,6,1010,30,55,17,62,13,55,17,62,10,16,17,62
1,2019-06-19,2300,no,16,61,8,13,276,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,78,10,6,1010,30,36,16,61,12,54,16,61,10,15,16,61
1,2019-06-20,0,no,15,60,8,13,272,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,79,10,6,1010,30,17,15,60,12,53,15,60,9,15,15,60
1,2019-06-20,100,no,15,59,8,12,270,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,79,10,6,1010,30,43,15,59,12,53,15,59,9,15,15,59
1,2019-06-20,200,no,15,59,7,12,269,W,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,0.0,79,10,6,1010,30,70,15,59,12,53,15,59,9,14,15,59
1,2019-06-20,300,no,15,59,7,11,268,W,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.0,0.0,80,10,6,1010,30,96,15,59,12,53,15,58,8,13,15,58
1,2019-06-20,400,no,15,59,7,12,269,W,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.0,0.0,75,10,6,1010,30,65,15,59,10,51,14,58,9,14,14,58
1,2019-06-20,500,no,15,59,8,13,271,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,70,10,6,1011,30,35,15,59,9,49,14,58,9,15,14,58
1,2019-06-20,600,no,15,59,9,14,272,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,65,10,6,1011,30,4,15,59,8,47,14,57,10,16,14,57
1,2019-06-20,700,no,16,60,9,15,270,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,62,10,6,1012,30,11,16,60,8,47,15,59,10,17,15,59
1,2019-06-20,800,yes,17,62,10,15,269,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,59,10,6,1012,30,18,17,62,8,47,16,61,11,18,16,61
1,2019-06-20,900,yes,17,63,10,16,267,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,56,10,6,1012,30,25,17,63,8,47,17,63,12,19,17,63
1,2019-06-20,1000,yes,18,64,11,17,264,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,53,10,6,1012,30,49,18,64,8,47,18,64,12,20,18,64
1,2019-06-20,1100,yes,18,65,11,18,261,W,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,51,10,6,1013,30,73,18,65,8,47,18,65,13,21,18,65
1,2019-06-20,1200,yes,19,66,12,19,258,WSW,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,49,10,6,1013,30,97,19,66,8,46,19,66,13,22,19,66
1,2019-06-20,1300,yes,19,66,12,19,258,WSW,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,48,10,6,1013,30,88,19,66,8,46,19,66,14,23,19,66
1,2019-06-20,1400,yes,19,67,13,20,258,WSW,353,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.2,0.0,48,10,6,1013,30,78,19,67,8,47,19,67,15,24,19,67
1,2019-06-20,1500,yes,20,67,13,21,258,WSW,353,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.1,0.0,47,10,6,1013,30,68,20,67,8,47,20,67,15,25,20,67
1,2019-06-20,1600,yes,19,67,12,20,262,W,353,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.1,0.0,49,10,6,1013,30,59,19,67,8,47,19,67,14,23,19,67
1,2019-06-20,1700,no,19,66,11,18,267,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,51,10,6,1014,30,50,19,66,8,47,19,66,13,21,19,66
1,2019-06-20,1800,no,18,65,11,17,272,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,53,10,6,1014,30,41,18,65,8,47,18,65,12,20,18,65
1,2019-06-20,1900,no,17,63,10,16,272,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,55,10,6,1014,30,36,17,63,8,47,17,63,12,19,17,63
1,2019-06-20,2000,no,17,62,10,15,272,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,58,10,6,1015,30,30,17,62,8,47,17,62,12,19,17,62
1,2019-06-20,2100,no,16,61,9,14,271,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,60,10,6,1016,30,25,16,61,8,47,16,61,11,18,16,61
1,2019-06-20,2200,no,15,60,9,14,273,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,60,10,6,1016,30,19,15,60,8,46,15,59,11,17,15,59
1,2019-06-20,2300,no,15,59,8,13,274,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,60,10,6,1016,30,12,15,59,7,45,14,58,10,16,14,58
1,2019-06-21,0,no,14,58,8,13,275,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,60,10,6,1017,31,6,14,58,7,44,13,56,9,15,13,56
1,2019-06-21,100,no,15,58,8,12,268,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,64,10,6,1017,31,4,15,58,8,46,14,57,9,14,14,57
1,2019-06-21,200,no,15,59,7,12,261,W,113,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,68,10,6,1017,31,2,15,59,9,48,14,57,8,13,14,57
1,2019-06-21,300,no,15,59,7,11,254,WSW,113,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,72,10,6,1017,31,0,15,59,10,50,15,58,8,13,15,58
1,2019-06-21,400,no,14,58,7,11,255,WSW,113,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,71,10,6,1017,31,5,14,58,9,49,14,57,8,13,14,57
1,2019-06-21,500,no,14,57,7,11,256,WSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,70,10,6,1018,31,9,14,57,9,47,13,56,8,13,13,56
1,2019-06-21,600,no,13,56,7,12,257,WSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,69,10,6,1018,31,14,13,56,8,46,12,54,8,13,12,54
1,2019-06-21,700,no,15,59,7,12,261,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,63,10,6,1018,31,10,15,59,8,46,14,58,8,14,14,58
1,2019-06-21,800,yes,16,61,7,12,265,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,56,10,6,1019,31,6,16,61,7,45,16,61,9,14,16,61
1,2019-06-21,900,yes,18,64,8,12,268,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,50,10,6,1019,31,3,18,64,7,45,18,64,9,14,18,64
1,2019-06-21,1000,yes,19,66,8,12,269,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,46,10,6,1019,31,9,19,66,7,44,19,66,9,14,19,66
1,2019-06-21,1100,yes,20,67,8,12,269,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,42,10,6,1019,31,15,20,67,6,44,20,67,9,14,20,67
1,2019-06-21,1200,yes,21,69,8,13,269,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,39,10,6,1020,31,22,21,69,6,43,21,69,9,14,21,69
1,2019-06-21,1300,yes,21,69,8,12,271,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,38,10,6,1020,31,32,22,71,6,43,21,69,9,14,21,69
1,2019-06-21,1400,yes,21,70,8,12,274,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,38,10,6,1020,31,43,23,73,6,43,21,70,9,14,21,70
